ticker,date,open,high,low,close,month,year,day_of_week,Daily_Change
BTC,2014-02-16,371.07,540.03,220.37,299.8,2,2014,6,-19.20661869728083
BTC,2014-02-17,299.8,411.21,263.36,272.28,2,2014,0,-9.179452968645773
BTC,2014-02-18,272.28,370.12,248.31,293.95,2,2014,1,7.958718965770539
BTC,2014-02-19,293.95,308.63,257.24,261.53,2,2014,2,-11.029086579350233
BTC,2014-02-20,261.53,271.61,109.22,111.92,2,2014,3,-57.20567430122738
BTC,2014-02-21,111.92,160.15,91.66,111.56,2,2014,4,-0.32165832737669486
BTC,2014-02-22,111.56,290.59,96.72,255.59,2,2014,5,129.10541412692723
BTC,2014-02-23,255.59,349.15,220.31,310.17,2,2014,6,21.354513087366488
BTC,2014-02-24,310.17,316.88,131.85,174.0,2,2014,0,-43.9017313086372
BTC,2014-02-25,174.0,174.64,102.33,135.78,2,2014,1,-21.965517241379306
BTC,2014-02-26,135.78,650.0,135.78,593.14,2,2014,2,336.83900427161586
BTC,2014-02-27,593.14,629.9,580.5,596.49,2,2014,3,0.5647907745220282
BTC,2014-02-28,596.49,599.0,570.0,573.94,2,2014,4,-3.780448959747851
BTC,2014-03-01,573.94,573.94,262.77,557.39,3,2014,5,-2.8835766804892637
BTC,2014-03-02,557.39,562.93,541.54,544.56,3,2014,6,-2.301799458189069
BTC,2014-03-03,544.56,695.44,544.56,662.18,3,2014,0,21.599089172910247
BTC,2014-03-04,662.18,686.22,645.16,661.85,3,2014,1,-0.049835392189423455
BTC,2014-03-05,661.85,665.97,636.77,658.3,3,2014,2,-0.5363753116265135
BTC,2014-03-06,658.3,661.83,636.22,648.26,3,2014,3,-1.5251405134437124
BTC,2014-03-07,648.26,655.2,600.31,616.73,3,2014,4,-4.863789220374537
BTC,2014-03-08,616.73,625.68,588.58,609.21,3,2014,5,-1.2193342305384824
BTC,2014-03-09,609.21,637.6,598.51,627.05,3,2014,6,2.928382659509854
BTC,2014-03-10,627.05,633.68,594.7,612.97,3,2014,0,-2.2454349732876078
BTC,2014-03-11,612.97,619.7,599.92,608.69,3,2014,1,-0.6982397180938626
BTC,2014-03-12,608.69,640.79,608.2,619.43,3,2014,2,1.7644449555602737
BTC,2014-03-13,619.43,636.13,616.06,625.04,3,2014,3,0.9056713430088958
BTC,2014-03-14,625.04,631.23,610.61,614.03,3,2014,4,-1.7614872648150537
BTC,2014-03-15,614.03,628.83,609.18,624.03,3,2014,5,1.628584922560794
BTC,2014-03-16,624.03,627.28,613.17,619.14,3,2014,6,-0.7836161722994062
BTC,2014-03-17,619.14,622.49,602.74,606.38,3,2014,0,-2.0609232160739066
BTC,2014-03-18,606.38,611.72,585.66,598.93,3,2014,1,-1.2286025264685585
BTC,2014-03-19,598.93,607.08,590.14,594.96,3,2014,2,-0.6628487469320099
BTC,2014-03-20,594.96,598.41,560.35,565.99,3,2014,3,-4.869234906548348
BTC,2014-03-21,565.99,587.42,540.22,549.6,3,2014,4,-2.8958108800508864
BTC,2014-03-22,549.6,569.96,537.16,564.34,3,2014,5,2.681950509461428
BTC,2014-03-23,564.34,564.34,538.63,551.16,3,2014,6,-2.3354715242584367
BTC,2014-03-24,551.16,572.52,531.27,567.56,3,2014,0,2.9755424921982687
BTC,2014-03-25,567.56,569.66,550.43,562.89,3,2014,1,-0.8228204947494433
BTC,2014-03-26,562.89,575.42,546.26,562.45,3,2014,2,-0.07816802572437886
BTC,2014-03-27,562.45,567.75,460.45,460.45,3,2014,3,-18.134945328473652
BTC,2014-03-28,460.45,514.95,453.75,482.61,3,2014,4,4.812683244651983
BTC,2014-03-29,482.61,494.28,473.78,477.11,3,2014,5,-1.1396365595408353
BTC,2014-03-30,477.11,479.04,424.03,446.92,3,2014,6,-6.327681247511052
BTC,2014-03-31,446.92,473.43,422.49,444.66,3,2014,0,-0.5056833437751651
BTC,2014-04-01,444.66,487.35,438.03,463.45,4,2014,1,4.2257005352404065
BTC,2014-04-02,463.45,480.27,409.25,424.37,4,2014,2,-8.432409105620886
BTC,2014-04-03,424.37,448.74,386.67,436.31,4,2014,3,2.8135824869806925
BTC,2014-04-04,436.31,456.46,415.51,444.36,4,2014,4,1.845018450184499
BTC,2014-04-05,444.36,461.17,439.37,456.63,4,2014,5,2.76127464218201
BTC,2014-04-06,456.63,472.38,446.3,455.69,4,2014,6,-0.20585594463788937
BTC,2014-04-07,455.69,485.06,447.98,462.38,4,2014,0,1.4681033158506773
BTC,2014-04-08,462.38,480.69,457.57,466.56,4,2014,1,0.9040183398935975
BTC,2014-04-09,466.56,479.66,451.07,457.34,4,2014,2,-1.976165980795619
BTC,2014-04-10,457.34,463.45,384.63,384.63,4,2014,3,-15.898456290724617
BTC,2014-04-11,384.63,450.4,355.71,435.14,4,2014,4,13.132100980162754
BTC,2014-04-12,435.14,469.83,428.02,437.65,4,2014,5,0.5768258491519962
BTC,2014-04-13,437.65,454.15,409.85,427.6,4,2014,6,-2.2963555352450538
BTC,2014-04-14,427.6,497.83,420.08,478.38,4,2014,0,11.8755846585594
BTC,2014-04-15,478.38,526.63,466.43,526.43,4,2014,1,10.044316233956252
BTC,2014-04-16,526.43,549.05,496.08,536.95,4,2014,2,1.9983663545011021
BTC,2014-04-17,536.95,537.03,486.89,502.0,4,2014,3,-6.508985939100487
BTC,2014-04-18,502.0,512.15,472.0,485.52,4,2014,4,-3.2828685258964208
BTC,2014-04-19,485.52,516.89,473.16,506.02,4,2014,5,4.222277146152575
BTC,2014-04-20,506.02,522.22,488.69,498.51,4,2014,6,-1.4841310620133608
BTC,2014-04-21,498.51,524.67,490.66,495.16,4,2014,0,-0.6720025676515973
BTC,2014-04-22,495.16,520.51,483.39,487.91,4,2014,1,-1.4641731965425286
BTC,2014-04-23,487.91,509.96,482.25,487.3,4,2014,2,-0.125023057531104
BTC,2014-04-24,487.3,507.33,477.22,500.29,4,2014,3,2.665709008824124
BTC,2014-04-25,500.29,502.49,438.33,464.49,4,2014,4,-7.155849607227804
BTC,2014-04-26,464.49,468.68,448.57,457.87,4,2014,5,-1.4252190574608692
BTC,2014-04-27,457.87,461.4,437.39,443.18,4,2014,6,-3.2083342433441797
BTC,2014-04-28,443.18,451.12,420.78,441.92,4,2014,0,-0.2843088587030085
BTC,2014-04-29,441.92,453.78,430.71,446.12,4,2014,1,0.950398262128882
BTC,2014-04-30,446.12,452.64,430.89,445.63,4,2014,2,-0.10983591858693131
BTC,2014-05-01,445.63,464.49,444.51,460.13,5,2014,3,3.253820433992316
BTC,2014-05-02,460.13,463.38,442.0,453.67,5,2014,4,-1.4039510573098823
BTC,2014-05-03,453.67,454.2,429.09,438.65,5,2014,5,-3.3107765556461777
BTC,2014-05-04,438.65,446.61,428.79,436.05,5,2014,6,-0.5927276872221499
BTC,2014-05-05,436.05,443.86,426.37,430.87,5,2014,0,-1.1879371631693614
BTC,2014-05-06,430.87,434.95,420.23,432.19,5,2014,1,0.30635690579525754
BTC,2014-05-07,432.19,458.78,423.55,446.55,5,2014,2,3.322612739767239
BTC,2014-05-08,446.55,455.5,439.5,441.11,5,2014,3,-1.2182286418094268
BTC,2014-05-09,441.11,455.78,438.5,445.45,5,2014,4,0.9838815714900973
BTC,2014-05-10,445.45,459.46,441.43,451.9,5,2014,5,1.4479739589179363
BTC,2014-05-11,451.9,455.4,429.02,433.23,5,2014,6,-4.131445009957946
BTC,2014-05-12,433.23,441.07,430.19,438.21,5,2014,0,1.149504881933372
BTC,2014-05-13,438.21,442.27,432.74,433.92,5,2014,1,-0.9789826795371992
BTC,2014-05-14,433.92,444.28,433.88,442.63,5,2014,2,2.0072824483775786
BTC,2014-05-15,442.63,450.03,441.47,448.1,5,2014,3,1.2357951336330553
BTC,2014-05-16,448.1,455.15,441.86,453.63,5,2014,4,1.2340995313546044
BTC,2014-05-17,453.63,455.94,452.23,452.79,5,2014,5,-0.18517293829772852
BTC,2014-05-18,452.79,454.0,449.04,450.14,5,2014,6,-0.585260275182764
BTC,2014-05-19,450.14,451.69,441.2,443.9,5,2014,0,-1.386235393433155
BTC,2014-05-20,443.9,486.23,437.25,484.57,5,2014,1,9.161973417436364
BTC,2014-05-21,484.57,495.21,481.73,488.84,5,2014,2,0.8811936355944461
BTC,2014-05-22,488.84,519.25,485.55,515.36,5,2014,3,5.425087963341801
BTC,2014-05-23,515.36,540.88,515.18,518.09,5,2014,4,0.5297267929214478
BTC,2014-05-24,518.09,526.65,510.42,520.46,5,2014,5,0.4574494778899485
BTC,2014-05-25,520.46,575.19,520.46,570.44,5,2014,6,9.603043461553252
BTC,2014-05-26,570.44,586.41,564.65,582.01,5,2014,0,2.028258887876011
BTC,2014-05-27,582.01,586.22,555.28,570.1,5,2014,1,-2.046356591811127
BTC,2014-05-28,570.1,581.81,562.56,570.84,5,2014,2,0.12980178915980023
BTC,2014-05-29,570.84,573.83,557.7,564.42,5,2014,3,-1.1246583981501024
BTC,2014-05-30,564.42,613.26,564.02,612.35,5,2014,4,8.491903192657958
BTC,2014-05-31,612.35,629.04,604.73,627.91,5,2014,5,2.541030456438298
BTC,2014-06-01,627.91,674.98,621.95,649.79,6,2014,6,3.484575815005342
BTC,2014-06-02,649.79,662.63,625.46,655.49,6,2014,0,0.8772064820942171
BTC,2014-06-03,655.49,676.47,631.42,669.43,6,2014,1,2.126653343300422
BTC,2014-06-04,669.43,669.78,602.1,638.93,6,2014,2,-4.556114903724062
BTC,2014-06-05,638.93,665.39,635.59,660.18,6,2014,3,3.3258729438279566
BTC,2014-06-06,660.18,663.84,647.12,650.41,6,2014,4,-1.4798994213699235
BTC,2014-06-07,650.41,659.77,641.02,651.67,6,2014,5,0.19372395873371584
BTC,2014-06-08,651.67,658.88,648.67,651.05,6,2014,6,-0.09514017831110388
BTC,2014-06-09,651.05,652.12,639.08,644.35,6,2014,0,-1.029106827432602
BTC,2014-06-10,644.35,661.44,641.68,655.62,6,2014,1,1.7490494296577896
BTC,2014-06-11,655.62,663.04,642.28,642.95,6,2014,2,-1.9325218876788286
BTC,2014-06-12,642.95,643.8,591.12,597.13,6,2014,3,-7.126526168442348
BTC,2014-06-13,597.13,619.14,594.87,610.35,6,2014,4,2.2139232662904185
BTC,2014-06-14,610.35,613.77,563.68,583.42,6,2014,5,-4.412222495289598
BTC,2014-06-15,583.42,587.83,560.85,582.29,6,2014,6,-0.1936855095814316
BTC,2014-06-16,582.29,606.14,580.45,599.08,6,2014,0,2.88344295797629
BTC,2014-06-17,599.08,608.43,594.86,605.09,6,2014,1,1.003204914201783
BTC,2014-06-18,605.09,614.4,603.61,606.21,6,2014,2,0.18509643193573844
BTC,2014-06-19,606.21,612.58,598.67,600.17,6,2014,3,-0.996354398640753
BTC,2014-06-20,600.17,602.05,587.1,590.75,6,2014,4,-1.5695552926670686
BTC,2014-06-21,590.75,599.21,584.82,597.04,6,2014,5,1.0647482014388476
BTC,2014-06-22,597.04,610.08,591.99,603.62,6,2014,6,1.1021037116441201
BTC,2014-06-23,603.62,604.65,582.86,591.17,6,2014,0,-2.062555912660291
BTC,2014-06-24,591.17,595.65,585.41,588.77,6,2014,1,-0.4059745927567304
BTC,2014-06-25,588.77,589.56,566.88,568.45,6,2014,2,-3.4512628021128644
BTC,2014-06-26,568.45,582.71,565.85,582.7,6,2014,3,2.5068167824786602
BTC,2014-06-27,582.7,603.94,580.14,602.23,6,2014,4,3.3516389222584486
BTC,2014-06-28,602.23,608.76,593.97,597.56,6,2014,5,-0.7754512395596436
BTC,2014-06-29,597.56,604.28,593.19,601.06,6,2014,6,0.585715241984075
BTC,2014-06-30,601.06,637.28,596.55,635.14,6,2014,0,5.6699830299803855
BTC,2014-07-01,635.14,652.54,634.09,643.19,7,2014,1,1.2674371004818052
BTC,2014-07-02,643.19,652.1,604.58,645.72,7,2014,2,0.3933518866897856
BTC,2014-07-03,645.72,646.4,633.58,638.03,7,2014,3,-1.190918664436602
BTC,2014-07-04,638.03,642.22,623.04,623.96,7,2014,4,-2.2052254596178766
BTC,2014-07-05,623.96,627.8,619.69,622.96,7,2014,5,-0.16026668376177833
BTC,2014-07-06,622.96,629.44,622.65,626.65,7,2014,6,0.5923333761397087
BTC,2014-07-07,626.65,627.93,607.32,613.6,7,2014,0,-2.0825021942072808
BTC,2014-07-08,613.6,619.65,609.35,615.32,7,2014,1,0.2803129074315569
BTC,2014-07-09,615.32,623.82,610.53,623.0,7,2014,2,1.248131053760626
BTC,2014-07-10,623.0,624.95,611.66,618.39,7,2014,3,-0.7399678972712653
BTC,2014-07-11,618.39,633.62,616.11,632.9,7,2014,4,2.3464156923624246
BTC,2014-07-12,632.9,638.59,625.9,635.9,7,2014,5,0.4740085321535803
BTC,2014-07-13,635.9,638.64,627.54,628.03,7,2014,6,-1.2376159773549333
BTC,2014-07-14,628.03,628.99,616.06,618.32,7,2014,0,-1.5461044854545025
BTC,2014-07-15,618.32,624.42,617.3,619.6,7,2014,1,0.2070125501358433
BTC,2014-07-16,619.6,622.36,614.15,614.8,7,2014,2,-0.7746933505487497
BTC,2014-07-17,614.8,632.55,610.01,626.58,7,2014,3,1.9160702667534224
BTC,2014-07-18,626.58,630.15,617.92,627.47,7,2014,4,0.1420409205528328
BTC,2014-07-19,627.47,634.14,625.14,627.04,7,2014,5,-0.0685291727094639
BTC,2014-07-20,627.04,627.93,619.96,620.98,7,2014,6,-0.9664455218167833
BTC,2014-07-21,620.98,625.93,615.02,625.13,7,2014,0,0.6682984959258009
BTC,2014-07-22,625.13,628.81,620.0,622.53,7,2014,1,-0.41591348999407973
BTC,2014-07-23,622.53,624.99,621.0,621.69,7,2014,2,-0.13493325622859764
BTC,2014-07-24,621.69,621.96,599.38,601.87,7,2014,3,-3.1880840933584342
BTC,2014-07-25,601.87,609.06,597.4,600.5,7,2014,4,-0.22762390549454503
BTC,2014-07-26,600.5,602.98,593.25,596.0,7,2014,5,-0.7493755203996644
BTC,2014-07-27,596.0,601.49,593.69,595.03,7,2014,6,-0.16275167785235745
BTC,2014-07-28,595.03,597.49,578.14,587.93,7,2014,0,-1.1932171487151977
BTC,2014-07-29,587.93,591.28,579.53,585.77,7,2014,1,-0.3673906757607148
BTC,2014-07-30,585.77,586.13,564.18,564.64,7,2014,2,-3.607217850009392
BTC,2014-07-31,564.64,593.73,564.01,589.52,7,2014,3,4.406347407197497
BTC,2014-08-01,589.52,603.99,586.43,598.78,8,2014,4,1.5707694395440397
BTC,2014-08-02,598.78,598.91,587.42,591.72,8,2014,5,-1.1790640969972177
BTC,2014-08-03,591.72,592.06,580.62,588.94,8,2014,6,-0.46981680524571523
BTC,2014-08-04,588.94,595.09,586.49,592.77,8,2014,0,0.6503209155431566
BTC,2014-08-05,592.77,594.25,585.44,588.76,8,2014,1,-0.6764849773099213
BTC,2014-08-06,588.76,593.79,587.2,589.77,8,2014,2,0.1715469800937619
BTC,2014-08-07,589.77,595.08,587.92,592.8,8,2014,3,0.5137596012004586
BTC,2014-08-08,592.8,608.2,592.08,595.85,8,2014,4,0.5145074224021773
BTC,2014-08-09,595.85,595.85,587.41,589.52,8,2014,5,-1.062347906352279
BTC,2014-08-10,589.52,596.64,588.06,592.06,8,2014,6,0.4308590039354021
BTC,2014-08-11,592.06,593.62,571.72,575.89,8,2014,0,-2.731142113974927
BTC,2014-08-12,575.89,578.29,561.98,567.66,8,2014,1,-1.429092361388462
BTC,2014-08-13,567.66,573.51,523.15,542.1,8,2014,2,-4.502695275340862
BTC,2014-08-14,542.1,544.94,495.94,504.8,8,2014,3,-6.88064932669249
BTC,2014-08-15,504.8,515.24,483.21,496.45,8,2014,4,-1.6541204437401036
BTC,2014-08-16,496.45,524.25,483.24,522.01,8,2014,5,5.148554738644373
BTC,2014-08-17,522.01,524.71,478.22,485.5,8,2014,6,-6.994118886611367
BTC,2014-08-18,485.5,493.26,449.95,462.18,8,2014,0,-4.803295571575694
BTC,2014-08-19,462.18,487.05,455.8,485.12,8,2014,1,4.963434159851143
BTC,2014-08-20,485.12,521.84,468.51,516.78,8,2014,2,6.526220316622688
BTC,2014-08-21,516.78,537.17,511.36,517.94,8,2014,3,0.22446689113357898
BTC,2014-08-22,517.94,524.44,500.57,516.1,8,2014,4,-0.35525350426690583
BTC,2014-08-23,516.1,516.82,493.98,497.68,8,2014,5,-3.569075760511531
BTC,2014-08-24,497.68,514.82,496.81,509.71,8,2014,6,2.417215881691037
BTC,2014-08-25,509.71,511.33,499.71,502.93,8,2014,0,-1.330168134821752
BTC,2014-08-26,502.93,516.04,501.81,512.56,8,2014,1,1.9147793927584145
BTC,2014-08-27,512.56,527.37,512.56,515.23,8,2014,2,0.5209146246293317
BTC,2014-08-28,515.23,521.59,503.34,510.75,8,2014,3,-0.8695145857190001
BTC,2014-08-29,510.75,515.18,506.69,512.56,8,2014,4,0.35438081253058584
BTC,2014-08-30,512.56,512.91,503.12,505.96,8,2014,5,-1.2876541282971665
BTC,2014-08-31,505.96,508.34,478.31,481.78,8,2014,6,-4.779033915724562
BTC,2014-09-01,481.78,487.47,471.78,477.19,9,2014,0,-0.952717007762871
BTC,2014-09-02,477.19,486.99,470.54,478.94,9,2014,1,0.36673023324043097
BTC,2014-09-03,478.94,487.29,476.82,480.04,9,2014,2,0.22967386311438798
BTC,2014-09-04,480.04,498.47,476.26,490.99,9,2014,3,2.2810599116740216
BTC,2014-09-05,490.99,495.02,483.07,483.65,9,2014,4,-1.494938797124179
BTC,2014-09-06,483.65,491.38,480.79,484.47,9,2014,5,0.16954409180194308
BTC,2014-09-07,484.47,490.72,478.49,485.75,9,2014,6,0.26420624600078657
BTC,2014-09-08,485.75,487.02,469.5,475.69,9,2014,0,-2.071024189397841
BTC,2014-09-09,475.69,478.6,467.52,474.9,9,2014,1,-0.16607454434611757
BTC,2014-09-10,474.9,491.04,471.57,479.7,9,2014,2,1.0107391029690493
BTC,2014-09-11,479.7,488.92,474.57,478.49,9,2014,3,-0.2522409839482931
BTC,2014-09-12,478.49,479.71,471.14,477.73,9,2014,4,-0.15883299546489704
BTC,2014-09-13,477.73,480.64,474.64,478.17,9,2014,5,0.09210223347915214
BTC,2014-09-14,478.17,480.33,471.96,477.74,9,2014,6,-0.08992617688270421
BTC,2014-09-15,477.74,479.28,473.7,477.71,9,2014,0,-0.006279566291289562
BTC,2014-09-16,477.71,478.81,463.95,466.75,9,2014,1,-2.2942789558518695
BTC,2014-09-17,466.75,469.39,458.27,461.09,9,2014,2,-1.212640599892878
BTC,2014-09-18,461.09,462.26,408.77,424.26,9,2014,3,-7.9875946127654025
BTC,2014-09-19,424.26,429.17,386.1,397.67,9,2014,4,-6.267383208409926
BTC,2014-09-20,397.67,427.69,387.5,411.53,9,2014,5,3.4853018834712035
BTC,2014-09-21,411.53,415.07,394.52,401.62,9,2014,6,-2.4080868952445655
BTC,2014-09-22,401.62,410.75,398.6,404.09,9,2014,0,0.6150092126885998
BTC,2014-09-23,404.09,445.51,394.75,436.86,9,2014,1,8.109579549110357
BTC,2014-09-24,436.86,439.19,422.1,423.77,9,2014,2,-2.9963832806849
BTC,2014-09-25,423.77,427.55,409.56,412.29,9,2014,3,-2.709016683578347
BTC,2014-09-26,412.29,416.42,399.7,404.46,9,2014,4,-1.899148657498373
BTC,2014-09-27,404.46,407.07,394.69,399.02,9,2014,5,-1.3450032141620882
BTC,2014-09-28,399.02,402.27,374.12,379.08,9,2014,6,-4.997243245952587
BTC,2014-09-29,379.08,389.26,372.63,376.77,9,2014,0,-0.6093700538144953
BTC,2014-09-30,376.77,395.18,374.73,388.17,9,2014,1,3.0257186081694476
BTC,2014-10-01,388.17,395.13,381.11,382.84,10,2014,2,-1.3731097199680686
BTC,2014-10-02,382.84,385.59,371.2,375.14,10,2014,3,-2.011284087347187
BTC,2014-10-03,375.14,378.22,362.81,363.45,10,2014,4,-3.116169963213733
BTC,2014-10-04,363.45,369.88,327.1,335.32,10,2014,5,-7.739716604759939
BTC,2014-10-05,335.32,344.25,294.92,322.86,10,2014,6,-3.7158535130621395
BTC,2014-10-06,322.86,347.94,303.05,331.55,10,2014,0,2.6915691011583975
BTC,2014-10-07,331.55,345.51,321.74,331.65,10,2014,1,0.03016136329361263
BTC,2014-10-08,331.65,351.64,325.43,350.87,10,2014,2,5.795266093773566
BTC,2014-10-09,350.87,384.61,347.57,360.91,10,2014,3,2.861458659902527
BTC,2014-10-10,360.91,378.13,353.32,361.71,10,2014,4,0.22166191017150005
BTC,2014-10-11,361.71,370.15,350.49,361.22,10,2014,5,-0.1354676398219401
BTC,2014-10-12,361.22,374.57,352.25,373.17,10,2014,6,3.308233209678302
BTC,2014-10-13,373.17,391.22,366.04,387.32,10,2014,0,3.7918375003349603
BTC,2014-10-14,387.32,407.74,385.72,397.1,10,2014,1,2.5250438913559936
BTC,2014-10-15,397.1,397.87,388.23,393.17,10,2014,2,-0.9896751447997953
BTC,2014-10-16,393.17,398.84,371.56,379.77,10,2014,3,-3.408194928402486
BTC,2014-10-17,379.77,384.76,372.42,380.48,10,2014,4,0.18695526239567162
BTC,2014-10-18,380.48,395.71,373.58,390.88,10,2014,5,2.733389402859543
BTC,2014-10-19,390.88,394.49,383.92,387.28,10,2014,6,-0.9209987720016466
BTC,2014-10-20,387.28,387.77,378.42,380.39,10,2014,0,-1.7790745713695433
BTC,2014-10-21,380.39,388.24,377.42,382.35,10,2014,1,0.5152606535397952
BTC,2014-10-22,382.35,383.69,376.97,378.93,10,2014,2,-0.8944684189878371
BTC,2014-10-23,378.93,381.08,353.48,355.78,10,2014,3,-6.109307787718055
BTC,2014-10-24,355.78,360.87,351.41,355.1,10,2014,4,-0.1911293495980515
BTC,2014-10-25,355.1,356.57,341.53,346.72,10,2014,5,-2.359898620107015
BTC,2014-10-26,346.72,356.8,344.19,348.67,10,2014,6,0.5624134748500209
BTC,2014-10-27,348.67,356.35,344.93,350.09,10,2014,0,0.40726188086155357
BTC,2014-10-28,350.09,355.72,348.27,351.06,10,2014,1,0.2770716101573978
BTC,2014-10-29,351.06,352.83,334.72,335.12,10,2014,2,-4.540534381587191
BTC,2014-10-30,335.12,350.38,333.44,344.86,10,2014,3,2.9064215803294324
BTC,2014-10-31,344.86,347.97,336.08,337.87,10,2014,4,-2.0269094705097745
BTC,2014-11-01,337.87,339.0,320.74,325.43,11,2014,5,-3.6818894841211147
BTC,2014-11-02,325.43,329.76,319.81,322.55,11,2014,6,-0.8849829456411551
BTC,2014-11-03,322.55,332.85,321.67,324.24,11,2014,0,0.5239497752286493
BTC,2014-11-04,324.24,328.75,320.11,327.96,11,2014,1,1.1472982975573531
BTC,2014-11-05,327.96,341.98,326.52,338.01,11,2014,2,3.0643980973289464
BTC,2014-11-06,338.01,351.14,335.74,347.67,11,2014,3,2.857903612319168
BTC,2014-11-07,347.67,351.61,340.18,341.87,11,2014,4,-1.6682486265711782
BTC,2014-11-08,341.87,346.29,339.8,343.54,11,2014,5,0.4884897768157481
BTC,2014-11-09,343.54,362.21,341.78,362.04,11,2014,6,5.385107993246785
BTC,2014-11-10,362.04,374.67,356.6,367.15,11,2014,0,1.4114462490332436
BTC,2014-11-11,367.15,370.99,361.87,365.42,11,2014,1,-0.47119705842297854
BTC,2014-11-12,365.42,442.73,365.42,432.03,11,2014,2,18.228339992337574
BTC,2014-11-13,432.03,480.45,390.88,428.72,11,2014,3,-0.7661504988079382
BTC,2014-11-14,428.72,430.18,381.99,396.53,11,2014,4,-7.508397089009156
BTC,2014-11-15,396.53,407.32,367.97,374.86,11,2014,5,-5.464908077572939
BTC,2014-11-16,374.86,390.36,370.54,385.61,11,2014,6,2.867737288587735
BTC,2014-11-17,385.61,412.33,378.32,384.69,11,2014,0,-0.238583024299166
BTC,2014-11-18,384.69,394.94,371.95,379.16,11,2014,1,-1.4375211209025407
BTC,2014-11-19,379.16,389.29,374.26,381.43,11,2014,2,0.5986918451313272
BTC,2014-11-20,381.43,383.03,355.11,357.3,11,2014,3,-6.326193534855673
BTC,2014-11-21,357.3,358.73,343.8,351.77,11,2014,4,-1.5477190036384036
BTC,2014-11-22,351.77,364.21,350.51,352.01,11,2014,5,0.06822639793047092
BTC,2014-11-23,352.01,370.59,352.01,365.85,11,2014,6,3.9317064856112083
BTC,2014-11-24,365.85,388.72,361.92,378.85,11,2014,0,3.553368867022
BTC,2014-11-25,378.85,395.73,370.64,376.43,11,2014,1,-0.6387752408605007
BTC,2014-11-26,376.43,378.27,363.99,365.35,11,2014,2,-2.943442339877267
BTC,2014-11-27,365.35,374.43,364.81,368.83,11,2014,3,0.9525112905433009
BTC,2014-11-28,368.83,383.25,358.37,377.59,11,2014,4,2.3750779491906737
BTC,2014-11-29,377.59,389.3,372.21,376.28,11,2014,5,-0.3469371540559818
BTC,2014-11-30,376.28,381.06,372.57,374.93,11,2014,6,-0.35877538003613596
BTC,2014-12-01,374.93,383.58,373.02,378.61,12,2014,0,0.9815165497559564
BTC,2014-12-02,378.61,384.87,375.37,380.64,12,2014,1,0.5361717862708337
BTC,2014-12-03,380.64,384.67,373.64,376.96,12,2014,2,-0.9667927700714563
BTC,2014-12-04,376.96,380.43,366.24,369.84,12,2014,3,-1.8887945670628237
BTC,2014-12-05,369.84,379.7,366.39,377.63,12,2014,4,2.1063162448626382
BTC,2014-12-06,377.63,380.33,372.04,376.26,12,2014,5,-0.3627889733336831
BTC,2014-12-07,376.26,377.88,372.46,376.47,12,2014,6,0.05581247010046919
BTC,2014-12-08,376.47,377.36,364.6,364.95,12,2014,0,-3.060004781257486
BTC,2014-12-09,364.95,365.35,343.82,352.19,12,2014,1,-3.4963693656665296
BTC,2014-12-10,352.19,354.07,345.09,347.94,12,2014,2,-1.206735000993786
BTC,2014-12-11,347.94,367.13,337.8,347.68,12,2014,3,-0.074725527389774
BTC,2014-12-12,347.68,356.43,346.0,353.4,12,2014,4,1.6451909802116749
BTC,2014-12-13,353.4,353.4,343.81,348.24,12,2014,5,-1.46010186757215
BTC,2014-12-14,348.24,351.59,344.61,349.35,12,2014,6,0.318745692625777
BTC,2014-12-15,349.35,351.22,343.56,345.37,12,2014,0,-1.139258623157302
BTC,2014-12-16,345.37,346.45,328.88,330.22,12,2014,1,-4.386599878391284
BTC,2014-12-17,330.22,335.67,314.31,320.02,12,2014,2,-3.0888498576706613
BTC,2014-12-18,320.02,325.62,303.4,310.34,12,2014,3,-3.0248109493156705
BTC,2014-12-19,310.34,320.24,306.36,317.78,12,2014,4,2.3973706257652827
BTC,2014-12-20,317.78,332.62,316.05,330.35,12,2014,5,3.955566744288519
BTC,2014-12-21,330.35,332.03,320.13,322.63,12,2014,6,-2.3369153927652597
BTC,2014-12-22,322.63,335.26,319.89,330.84,12,2014,0,2.5447106592691338
BTC,2014-12-23,330.84,339.32,328.0,335.25,12,2014,1,1.3329706202394043
BTC,2014-12-24,335.25,336.28,320.65,322.4,12,2014,2,-3.832960477255787
BTC,2014-12-25,322.4,323.38,316.3,318.99,12,2014,3,-1.0576923076922928
BTC,2014-12-26,318.99,332.88,316.36,329.98,12,2014,4,3.445249067368894
BTC,2014-12-27,329.98,330.7,311.98,315.34,12,2014,5,-4.436632523183237
BTC,2014-12-28,315.34,322.84,310.5,316.53,12,2014,6,0.3773704572842096
BTC,2014-12-29,316.53,321.61,308.28,314.12,12,2014,0,-0.7613812276877296
BTC,2014-12-30,314.12,316.18,309.25,311.27,12,2014,1,-0.9072965745575035
BTC,2014-12-31,311.27,319.09,308.89,318.24,12,2014,2,2.2392135445111983
BTC,2015-01-01,318.24,321.36,313.54,314.89,1,2015,3,-1.0526646556058394
BTC,2015-01-02,314.89,316.4,313.08,315.21,1,2015,4,0.10162278891041598
BTC,2015-01-03,315.21,315.83,284.89,287.13,1,2015,5,-8.908346816408109
BTC,2015-01-04,287.13,289.94,255.87,264.72,1,2015,6,-7.804827081809618
